"search-number","evaluation","technology-diffusion-method*","word-of-mouth?*","technology-adoption*","technology-awareness*","debug?*","deliberation_rate*","innovation*","leader_w_social*","main_w_social*","hed_w_social*","fitness","num-replicates","best-fitness-so-far"
"1","195","""schwarz-alternative""","true","0","5","false","0.03196249608091386","""showerhead""","0.744548944339233","0.5748758777582261","0.827027210773476","29.58","5","29.58"
"1","200","""schwarz-alternative""","true","0","5","false","0.03196249608091386","""showerhead""","0.744548944339233","0.6388748618073483","0.827027210773476","29.58","5","29.58"
"1","205","""schwarz-alternative""","true","0","5","false","0.03196249608091386","""showerhead""","0.744548944339233","0.6388748618073483","0.7715018913747542","29.58","5","29.58"
"1","210","""schwarz-alternative""","true","0","5","false","0.03442356151900916","""showerhead""","0.744548944339233","0.6388748618073483","0.7715018913747542","29.58","5","29.58"
"1","215","""schwarz-alternative""","true","0","5","false","0.03442356151900916","""showerhead""","0.7683568607310608","0.6388748618073483","0.8362574305226765","29.58","5","29.58"
"1","220","""schwarz-alternative""","true","0","5","false","0.038240882798792626","""showerhead""","0.7683568607310608","0.6388748618073483","0.8362574305226765","29.58","5","29.58"
"1","225","""schwarz-alternative""","true","0","5","false","0.038240882798792626","""showerhead""","0.7683568607310608","0.5736243087998605","0.8362574305226765","29.58","5","29.58"
"1","230","""schwarz-alternative""","true","0","5","false","0.038240882798792626","""showerhead""","0.7683568607310608","0.5390688333761573","0.8362574305226765","29.58","5","29.58"
"1","235","""schwarz-alternative""","false","0","5","false","0.038240882798792626","""showerhead""","0.7683568607310608","0.5390688333761573","0.8362574305226765","29.58","5","29.58"
"1","240","""schwarz-alternative""","false","0","5","false","0.038240882798792626","""showerhead""","0.6376836311962357","0.5390688333761573","0.8362574305226765","29.58","5","29.58"
"1","245","""schwarz-alternative""","true","0","5","false","0.038240882798792626","""showerhead""","0.6376836311962357","0.5390688333761573","0.8362574305226765","29.58","5","29.58"
"1","250","""schwarz-alternative""","true","0","5","false","0.038240882798792626","""showerhead""","0.6376836311962357","0.6082382417536107","0.8362574305226765","29.58","5","29.58"
"1","255","""schwarz-alternative""","true","0","5","false","0.038240882798792626","""showerhead""","0.6376836311962357","0.48603056814168905","0.8362574305226765","29.58","5","29.58"
"1","260","""schwarz-alternative""","true","0","5","false","0.038240882798792626","""showerhead""","0.6376836311962357","0.48603056814168905","0.8335162918893864","29.58","5","29.58"
"1","265","""schwarz-alternative""","true","0","5","false","0.03490028928026519","""showerhead""","0.6376836311962357","0.48603056814168905","0.8335162918893864","29.58","5","29.58"
"1","270","""schwarz-alternative""","false","0","5","false","0.03490028928026519","""showerhead""","0.6376836311962357","0.48603056814168905","0.8335162918893864","29.58","5","29.58"
"1","275","""schwarz-alternative""","false","0","5","false","0.03490028928026519","""showerhead""","0.6376836311962357","0.5258604690410669","0.8335162918893864","29.58","5","29.58"
"1","280","""schwarz-alternative""","false","0","5","false","0.0323128288096773","""showerhead""","0.6376836311962357","0.5258604690410669","0.8335162918893864","29.58","5","29.58"
"1","285","""schwarz-alternative""","true","0","5","false","0.0323128288096773","""showerhead""","0.5722550232672318","0.5258604690410669","0.8335162918893864","29.58","5","29.58"
"1","290","""schwarz-alternative""","true","0","5","false","0.0323128288096773","""showerhead""","0.4927476333736953","0.5258604690410669","0.8673006474730814","29.58","5","29.58"
"1","295","""schwarz-alternative""","true","0","5","false","0.0323128288096773","""showerhead""","0.3855295479800534","0.5258604690410669","0.8673006474730814","29.58","5","29.58"
"1","300","""schwarz-alternative""","true","0","5","false","0.0323128288096773","""showerhead""","0.3855295479800534","0.464672444444379","0.8673006474730814","29.58","5","29.58"
"2","5","""schwarz-alternative""","false","0","5","false","0.007359524043305777","""showerhead""","0.19318464489389042","0.1527072665624114","0.1749006657519021","1030.112","5","1030.112"
"2","10","""schwarz-alternative""","false","0","5","false","0.007359524043305777","""showerhead""","0.19318464489389042","0.10492603741539394","0.21090051416208747","1031.52","5","1030.112"
"2","15","""schwarz-alternative""","false","0","5","false","0.007359524043305777","""showerhead""","0.1170899647239346","0.1527072665624114","0.1749006657519021","1038.52","5","1030.112"
"2","20","""schwarz-alternative""","false","0","5","false","0.005081195784798615","""showerhead""","0.19318464489389042","0.1527072665624114","0.1749006657519021","1025.04","5","1025.04"
"2","25","""schwarz-alternative""","false","0","5","false","0.005081195784798615","""showerhead""","0.19318464489389042","0.1527072665624114","0","1031.912","5","1025.04"
"2","30","""schwarz-alternative""","false","0","5","false","0.00423308450068881","""showerhead""","0.19318464489389042","0.1527072665624114","0.1749006657519021","1025.412","5","1025.04"
"2","35","""schwarz-alternative""","false","0","5","false","0.00423308450068881","""showerhead""","0.19318464489389042","0.1527072665624114","0.3120659396751327","1023.112","5","1023.112"
"2","40","""schwarz-alternative""","true","0","5","false","0.00423308450068881","""showerhead""","0.19318464489389042","0.1527072665624114","0.3120659396751327","25.680000000000003","5","25.680000000000003"
"2","45","""schwarz-alternative""","true","0","5","false","0.00423308450068881","""showerhead""","0.13783456655047063","0.1527072665624114","0.3120659396751327","21.179999999999996","5","21.179999999999996"
"2","50","""schwarz-alternative""","true","0","5","false","0.00423308450068881","""showerhead""","0.025286626165521145","0.1527072665624114","0.3120659396751327","22.28","5","21.179999999999996"
"2","55","""schwarz-alternative""","true","0","5","false","0.00423308450068881","""showerhead""","0","0.1527072665624114","0.3120659396751327","22.380000000000003","5","21.179999999999996"
"2","60","""schwarz-alternative""","true","0","5","false","0.00423308450068881","""showerhead""","0.009156472961239233","0.1527072665624114","0.3120659396751327","21.180000000000003","5","21.179999999999996"
"2","65","""schwarz-alternative""","false","0","5","false","0.00423308450068881","""showerhead""","0.009156472961239233","0.1527072665624114","0.3120659396751327","1018.94","5","21.179999999999996"
"2","70","""schwarz-alternative""","true","0","5","false","0.00423308450068881","""showerhead""","0.009156472961239233","0.1527072665624114","0.2436872898450455","22.28","5","21.179999999999996"
"2","75","""schwarz-alternative""","false","0","5","false","0.00423308450068881","""showerhead""","0.009156472961239233","0.1527072665624114","0.23150568935475035","1018.02","5","21.179999999999996"
"2","80","""schwarz-alternative""","true","0","5","false","0.00423308450068881","""showerhead""","0","0.1527072665624114","0.2111051101224451","22.880000000000003","5","21.179999999999996"
"2","85","""schwarz-alternative""","true","0","5","false","0.00423308450068881","""showerhead""","0.009156472961239233","0.2294725491020325","0.3120659396751327","23.28","5","21.179999999999996"
"2","90","""schwarz-alternative""","true","0","5","false","0.00423308450068881","""showerhead""","0.009156472961239233","0.1527072665624114","0.2720934497153812","23.380000000000003","5","21.179999999999996"
"2","95","""schwarz-alternative""","true","0","5","false","0.006402090349236802","""showerhead""","0.009156472961239233","0.1527072665624114","0.3120659396751327","14.08","5","14.08"
"2","100","""schwarz-alternative""","true","0","5","false","0.006402090349236802","""showerhead""","0.009156472961239233","0.1527072665624114","0.15586160270237046","14.780000000000001","5","14.08"
"2","105","""schwarz-alternative""","true","0","5","false","0.006402090349236802","""showerhead""","0","0.1527072665624114","0.3120659396751327","13.064000000000002","5","13.064000000000002"
"2","110","""schwarz-alternative""","true","0","5","false","0.006037057291643428","""showerhead""","0","0.1527072665624114","0.3120659396751327","17.98","5","13.064000000000002"
"2","115","""schwarz-alternative""","false","0","5","false","0.006402090349236802","""showerhead""","0.051948823741811125","0.1527072665624114","0.3120659396751327","1034.42","5","13.064000000000002"
"2","120","""schwarz-alternative""","true","0","5","false","0.006402090349236802","""showerhead""","0","0.28801316399185695","0.3120659396751327","24.080000000000002","5","13.064000000000002"
"2","125","""schwarz-alternative""","true","0","5","false","0.006402090349236802","""showerhead""","0","0.1527072665624114","0.09264156818195707","13.179999999999998","5","13.064000000000002"
"2","130","""schwarz-alternative""","true","0","5","false","0.006402090349236802","""showerhead""","0","0.1527072665624114","0.12224460609937304","14.064","5","13.064000000000002"
"2","135","""schwarz-alternative""","true","0","5","false","0.006673431846450155","""showerhead""","0","0.1527072665624114","0.12224460609937304","13.564000000000004","5","13.064000000000002"
"2","140","""schwarz-alternative""","true","0","5","false","0.005328002407050294","""showerhead""","0","0.1527072665624114","0.12224460609937304","18.18","5","13.064000000000002"
"2","145","""schwarz-alternative""","true","0","5","false","0.006673431846450155","""showerhead""","0","0.1527072665624114","0.053617243584856505","14.764000000000003","5","13.064000000000002"
"2","150","""schwarz-alternative""","false","0","5","false","0.006673431846450155","""showerhead""","0","0.1527072665624114","0.12224460609937304","1035.22","5","13.064000000000002"
"2","155","""schwarz-alternative""","true","0","5","false","0.006673431846450155","""showerhead""","0","0.09895039168713188","0.12224460609937304","16.78","5","13.064000000000002"
"2","160","""schwarz-alternative""","true","0","5","false","0.006673431846450155","""showerhead""","0","0.2920766043797718","0.12224460609937304","21.18","5","13.064000000000002"
"2","165","""schwarz-alternative""","true","0","5","false","0.006673431846450155","""showerhead""","0.02242243261345428","0.1527072665624114","0.12224460609937304","14.264000000000001","5","13.064000000000002"
"2","170","""schwarz-alternative""","true","0","5","false","0.004","""showerhead""","0","0.1527072665624114","0.12224460609937304","22.580000000000005","5","13.064000000000002"
"2","175","""schwarz-alternative""","true","0","5","false","0.006673431846450155","""showerhead""","0","0.1527072665624114","0.049464809717753064","14.564","5","13.064000000000002"
"2","180","""schwarz-alternative""","true","0","5","false","0.006673431846450155","""showerhead""","0","0.1527072665624114","0.15756931499738805","15.980000000000002","5","13.064000000000002"
"2","185","""schwarz-alternative""","true","0","5","false","0.006673431846450155","""showerhead""","0","0.14353294357223273","0.3228205523173726","12.964","5","12.964"
"2","190","""schwarz-alternative""","true","0","5","false","0.004","""showerhead""","0","0.04530640024918392","0.3228205523173726","23.78","5","12.964"
"2","195","""schwarz-alternative""","true","0","5","false","0.006673431846450155","""showerhead""","0","0","0.3228205523173726","12.564","5","12.564"
"2","200","""schwarz-alternative""","true","0","5","false","0.00733029538440161","""showerhead""","0","0","0.3228205523173726","11.412","5","11.412"
"2","205","""schwarz-alternative""","false","0","5","false","0.00733029538440161","""showerhead""","0","0","0.3228205523173726","1037.52","5","11.412"
"2","210","""schwarz-alternative""","true","0","5","false","0.013688384213799571","""showerhead""","0","0","0.3228205523173726","30.62","5","11.412"
"2","215","""schwarz-alternative""","true","0","5","false","0.005761804411761637","""showerhead""","0","0","0.3228205523173726","18.580000000000002","5","11.412"
"2","220","""schwarz-alternative""","true","0","5","false","0.00733029538440161","""showerhead""","0.07527274401010281","0","0.3228205523173726","11.664","5","11.412"
"2","225","""schwarz-alternative""","true","0","5","false","0.00733029538440161","""showerhead""","0.07700825128189248","0","0.3228205523173726","11.264000000000001","5","11.264000000000001"
"2","230","""schwarz-alternative""","false","0","5","false","0.00733029538440161","""showerhead""","0.07700825128189248","0","0.3228205523173726","1038.22","5","11.264000000000001"
"2","235","""schwarz-alternative""","true","0","5","false","0.00733029538440161","""showerhead""","0.14086423943012094","0","0.3228205523173726","11.264","5","11.264"
"2","240","""schwarz-alternative""","true","0","5","false","0.00733029538440161","""showerhead""","0.14086423943012094","0","0.5554874484094903","12.811999999999998","5","11.264"
"2","245","""schwarz-alternative""","true","0","5","false","0.00733029538440161","""showerhead""","0.14086423943012094","0.12090167916517601","0.23353951443206306","12.463999999999999","5","11.264"
"2","250","""schwarz-alternative""","false","0","5","false","0.00733029538440161","""showerhead""","0.14086423943012094","0","0.3228205523173726","1037.02","5","11.264"
"2","255","""schwarz-alternative""","true","0","5","false","0.00733029538440161","""showerhead""","0.1327318079770865","0","0.3228205523173726","12.164","5","11.264"
"2","260","""schwarz-alternative""","true","0","5","false","0.008132658354307367","""showerhead""","0.14086423943012094","0","0.3228205523173726","12.111999999999998","5","11.264"
"2","265","""schwarz-alternative""","true","0","5","false","0.00733029538440161","""showerhead""","0.14248671046589872","0","0.3228205523173726","12.064","5","11.264"
"2","270","""schwarz-alternative""","true","0","5","false","0.00733029538440161","""showerhead""","0.14086423943012094","0.08083364711697817","0.3228205523173726","12.264000000000001","5","11.264"
"2","275","""schwarz-alternative""","true","0","5","false","0.00733029538440161","""showerhead""","0.14086423943012094","0.2561869908695268","0.3228205523173726","15.264","5","11.264"
"2","280","""schwarz-alternative""","true","0","5","false","0.00733029538440161","""showerhead""","0.14086423943012094","0.01212906023228857","0.14120430136823178","12.212","5","11.264"
"2","285","""schwarz-alternative""","true","0","5","false","0.00733029538440161","""showerhead""","0.14086423943012094","0","0.2423145374283988","11.364","5","11.264"
"2","290","""schwarz-alternative""","false","0","5","false","0.00733029538440161","""showerhead""","0.14086423943012094","0","0.2423145374283988","1038.72","5","11.264"
"2","295","""schwarz-alternative""","true","0","5","false","0.00733029538440161","""showerhead""","0.14086423943012094","0","0.12861675945482975","14.180000000000001","5","11.264"
"2","300","""schwarz-alternative""","true","0","5","false","0.00733029538440161","""showerhead""","0.14086423943012094","0","0.1497386863980248","14.364","5","11.264"
"3","5","""schwarz-alternative""","true","0","5","false","0.014851546427010929","""showerhead""","0.35065934013210565","0.2691666122757661","0.9458278873411972","29.58","5","29.58"
"3","10","""schwarz-alternative""","true","0","5","false","0.014851546427010929","""showerhead""","0.3603395539118767","0.2691666122757661","0.9458278873411972","29.58","5","29.58"
"3","15","""schwarz-alternative""","true","0","5","false","0.015495877968224698","""showerhead""","0.3603395539118767","0.2691666122757661","0.7899822063247153","29.58","5","29.58"
"3","20","""schwarz-alternative""","true","0","5","false","0.015495877968224698","""showerhead""","0.41381679349648776","0.2691666122757661","0.7899822063247153","29.58","5","29.58"
"3","25","""schwarz-alternative""","true","0","5","false","0.005471803484225974","""showerhead""","0.41381679349648776","0.2691666122757661","0.7899822063247153","29.58","5","29.58"
"3","30","""schwarz-alternative""","false","0","5","false","0.005471803484225974","""showerhead""","0.41381679349648776","0.2691666122757661","0.7899822063247153","29.58","5","29.58"
"3","35","""schwarz-alternative""","false","0","5","false","0.005471803484225974","""showerhead""","0.46138329536815537","0.2691666122757661","0.7899822063247153","29.58","5","29.58"
"3","40","""schwarz-alternative""","false","0","5","false","0.005471803484225974","""showerhead""","0.46138329536815537","0.3012552254365901","0.7899822063247153","29.58","5","29.58"
"3","45","""schwarz-alternative""","false","0","5","false","0.005471803484225974","""showerhead""","0.4419955350744257","0.3012552254365901","0.7639585673901121","29.58","5","29.58"
"3","50","""schwarz-alternative""","true","0","5","false","0.005471803484225974","""showerhead""","0.4419955350744257","0.3012552254365901","0.7639585673901121","29.58","5","29.58"
"3","55","""schwarz-alternative""","true","0","5","false","0.005471803484225974","""showerhead""","0.39859928447734955","0.3946067674823377","0.7639585673901121","29.58","5","29.58"
"3","60","""schwarz-alternative""","true","0","5","false","0.005471803484225974","""showerhead""","0.39859928447734955","0.3946067674823377","0.69658281225706","29.58","5","29.58"
"3","65","""schwarz-alternative""","true","0","5","false","0.005471803484225974","""showerhead""","0.39859928447734955","0.2846818278598741","0.69658281225706","29.58","5","29.58"
"3","70","""schwarz-alternative""","true","0","5","false","0.005471803484225974","""showerhead""","0.39859928447734955","0.2846818278598741","0.7701231454887417","29.58","5","29.58"
"3","75","""schwarz-alternative""","true","0","5","false","0.005471803484225974","""showerhead""","0.39530175154379765","0.2846818278598741","0.7701231454887417","29.58","5","29.58"
"3","80","""schwarz-alternative""","true","0","5","false","0.005471803484225974","""showerhead""","0.49717491621483023","0.2846818278598741","0.7701231454887417","29.58","5","29.58"
"3","85","""schwarz-alternative""","true","0","5","false","0.005471803484225974","""showerhead""","0.3690968178529511","0.2846818278598741","0.7701231454887417","29.58","5","29.58"
"3","90","""schwarz-alternative""","true","0","5","false","0.005471803484225974","""showerhead""","0.3690968178529511","0.36068089733593145","0.7701231454887417","29.58","5","29.58"
"3","95","""schwarz-alternative""","false","0","5","false","0.005471803484225974","""showerhead""","0.3690968178529511","0.36068089733593145","0.7701231454887417","29.58","5","29.58"
"3","100","""schwarz-alternative""","false","0","5","false","0.005471803484225974","""showerhead""","0.3690968178529511","0.35255742644671695","0.7701231454887417","29.58","5","29.58"
"3","105","""schwarz-alternative""","false","0","5","false","0.005471803484225974","""showerhead""","0.3690968178529511","0.35255742644671695","0.935930832274016","29.58","5","29.58"
"3","110","""schwarz-alternative""","true","0","5","false","0.005471803484225974","""showerhead""","0.3690968178529511","0.35255742644671695","0.935930832274016","29.58","5","29.58"
"3","115","""schwarz-alternative""","true","0","5","false","0.004","""showerhead""","0.3690968178529511","0.40551187048655457","0.935930832274016","29.58","5","29.58"
"3","120","""schwarz-alternative""","true","0","5","false","0.004","""showerhead""","0.4716141764326413","0.40551187048655457","0.935930832274016","29.58","5","29.58"
"3","125","""schwarz-alternative""","true","0","5","false","0.004","""showerhead""","0.4716141764326413","0.40551187048655457","0.8706486334844946","29.58","5","29.58"
"3","130","""schwarz-alternative""","true","0","5","false","0.004","""showerhead""","0.4716141764326413","0.40551187048655457","0.8512314072139245","29.58","5","29.58"
"3","135","""schwarz-alternative""","true","0","5","false","0.004","""showerhead""","0.5131103518193836","0.40551187048655457","0.8512314072139245","29.58","5","29.58"
"3","140","""schwarz-alternative""","true","0","5","false","0.004","""showerhead""","0.3922206079908037","0.40551187048655457","0.8512314072139245","29.58","5","29.58"
"3","145","""schwarz-alternative""","true","0","5","false","0.004","""showerhead""","0.3922206079908037","0.40551187048655457","0.7493294455656241","29.58","5","29.58"
"3","150","""schwarz-alternative""","true","0","5","false","0.004","""showerhead""","0.3922206079908037","0.40551187048655457","0.7020625345141926","29.58","5","29.58"
"3","155","""schwarz-alternative""","true","0","5","false","0.004","""showerhead""","0.3860263356172669","0.40551187048655457","0.730089646734954","29.58","5","29.58"
"3","160","""schwarz-alternative""","true","0","5","false","0.008071920467672099","""showerhead""","0.3860263356172669","0.40551187048655457","0.730089646734954","29.58","5","29.58"
"3","165","""schwarz-alternative""","true","0","5","false","0.008071920467672099","""showerhead""","0.36632733115972826","0.40551187048655457","0.730089646734954","29.58","5","29.58"
"3","170","""schwarz-alternative""","true","0","5","false","0.008071920467672099","""showerhead""","0.36632733115972826","0.47915158755444376","0.730089646734954","29.58","5","29.58"
"3","175","""schwarz-alternative""","true","0","5","false","0.008071920467672099","""showerhead""","0.36632733115972826","0.47915158755444376","0.9275107787591765","29.58","5","29.58"
"3","180","""schwarz-alternative""","true","0","5","false","0.008071920467672099","""showerhead""","0.36632733115972826","0.4681381653467659","0.9275107787591765","29.58","5","29.58"
"3","185","""schwarz-alternative""","true","0","5","false","0.008071920467672099","""showerhead""","0.373385536415404","0.4681381653467659","0.9275107787591765","29.58","5","29.58"
"3","190","""schwarz-alternative""","false","0","5","false","0.008071920467672099","""showerhead""","0.373385536415404","0.4681381653467659","0.9275107787591765","29.58","5","29.58"
"3","195","""schwarz-alternative""","true","0","5","false","0.008071920467672099","""showerhead""","0.373385536415404","0.4681381653467659","0.8111965433893245","29.58","5","29.58"
"3","200","""schwarz-alternative""","true","0","5","false","0.008071920467672099","""showerhead""","0.373385536415404","0.4681381653467659","0.8640810421203826","29.58","5","29.58"
"3","205","""schwarz-alternative""","true","0","5","false","0.00702765096302852","""showerhead""","0.373385536415404","0.4681381653467659","0.8640810421203826","29.58","5","29.58"
"3","210","""schwarz-alternative""","true","0","5","false","0.00702765096302852","""showerhead""","0.373385536415404","0.4681381653467659","0.8782472167291472","29.58","5","29.58"
"3","215","""schwarz-alternative""","true","0","5","false","0.00702765096302852","""showerhead""","0.373385536415404","0.4681381653467659","1","29.58","5","29.58"
"3","220","""schwarz-alternative""","false","0","5","false","0.00702765096302852","""showerhead""","0.373385536415404","0.4681381653467659","1","29.58","5","29.58"
"3","225","""schwarz-alternative""","false","0","5","false","0.00702765096302852","""showerhead""","0.34363413263430065","0.4681381653467659","1","29.58","5","29.58"
"3","230","""schwarz-alternative""","false","0","5","false","0.00702765096302852","""showerhead""","0.43807530439656434","0.4681381653467659","1","29.58","5","29.58"
"3","235","""schwarz-alternative""","false","0","5","false","0.00702765096302852","""showerhead""","0.43807530439656434","0.4681381653467659","0.9312572215575721","29.58","5","29.58"
"3","240","""schwarz-alternative""","true","0","5","false","0.00702765096302852","""showerhead""","0.43807530439656434","0.47272190670360587","0.9312572215575721","29.58","5","29.58"
"3","245","""schwarz-alternative""","true","0","5","false","0.00702765096302852","""showerhead""","0.2983436698811571","0.47272190670360587","0.9312572215575721","29.58","5","29.58"
"3","250","""schwarz-alternative""","true","0","5","false","0.009164100721292522","""showerhead""","0.2983436698811571","0.47272190670360587","0.9312572215575721","29.58","5","29.58"
"3","255","""schwarz-alternative""","true","0","5","false","0.009164100721292522","""showerhead""","0.2114904150736453","0.47272190670360587","0.9312572215575721","29.58","5","29.58"
"3","260","""schwarz-alternative""","true","0","5","false","0.009164100721292522","""showerhead""","0.4274056448723291","0.47272190670360587","0.9312572215575721","29.58","5","29.58"
"3","265","""schwarz-alternative""","true","0","5","false","0.009164100721292522","""showerhead""","0.4274056448723291","0.4693473132279176","0.9312572215575721","29.58","5","29.58"
"3","270","""schwarz-alternative""","true","0","5","false","0.009164100721292522","""showerhead""","0.4274056448723291","0.5058290100153775","0.9312572215575721","29.58","5","29.58"
"3","275","""schwarz-alternative""","true","0","5","false","0.01212587594519632","""showerhead""","0.4274056448723291","0.5058290100153775","0.9312572215575721","29.58","5","29.58"
"3","280","""schwarz-alternative""","true","0","5","false","0.01212587594519632","""showerhead""","0.36298588664735176","0.5058290100153775","0.9312572215575721","29.58","5","29.58"
"3","285","""schwarz-alternative""","true","0","5","false","0.01212587594519632","""showerhead""","0.36298588664735176","0.5043127729776281","0.9312572215575721","29.58","5","29.58"
"3","290","""schwarz-alternative""","true","0","5","false","0.01212587594519632","""showerhead""","0.36298588664735176","0.5043127729776281","0.8522305274166512","29.58","5","29.58"
"3","295","""schwarz-alternative""","true","0","5","false","0.009248043597985724","""showerhead""","0.36298588664735176","0.5043127729776281","0.8522305274166512","29.58","5","29.58"
