"search-number","evaluation","technology-diffusion-method*","word-of-mouth?*","technology-adoption*","technology-awareness*","debug?*","deliberation_rate*","innovation*","p_leader_social*","p_mainstream_social*","p_hedonistic_social*","policy*","num-replicates","best-fitness-so-far"
"2","20","""schwarz""","true","0","5","false","0.014938877975520777","""showerhead""","0.6501846209559268","0.044417028985488494","0.783515526678655","""off""","5","25.811999999999998"
"2","25","""schwarz""","true","0","5","false","0.014938877975520777","""showerhead""","0.6226175610698635","0.044417028985488494","0.783515526678655","""off""","5","22.112000000000002"
"2","40","""schwarz""","true","0","5","false","0.013165076323794784","""showerhead""","0.6226175610698635","0","0.783515526678655","""off""","5","20.812"
"2","45","""schwarz""","true","0","5","false","0.010050775859244802","""showerhead""","0.7119203175475004","0","0.783515526678655","""off""","5","16.612000000000002"
"2","195","""schwarz""","true","0","5","false","0.008141786240659896","""showerhead""","0.5022204851781362","0","1","""off""","5","16.364"
"2","225","""schwarz""","true","0","5","false","0.009658262272292401","""showerhead""","0.5022204851781362","0.1170056666869762","1","""off""","5","14.664000000000001"
"2","235","""schwarz""","true","0","5","false","0.010432790252921707","""showerhead""","0.5022204851781362","0.1170056666869762","1","""off""","5","14.012"
"2","275","""schwarz""","true","0","5","false","0.012016025383811628","""showerhead""","0.32993187777005417","0.21592130504170431","1","""off""","5","13.612000000000002"
"3","5","""schwarz""","true","0","5","false","0.0049590996347195744","""showerhead""","0.5643800018566016","0.7723314818680309","0.16334947949257694","""off""","5","29.08"
"3","55","""schwarz""","true","0","5","false","0.0049590996347195744","""showerhead""","0.5330181050648227","0.7723314818680309","0.16334947949257694","""off""","5","28.580000000000002"
"3","120","""schwarz""","true","0","5","false","0.004","""showerhead""","0.4970872643677058","0.6277671736065653","0.2755310986640019","""off""","5","27.98"
"3","215","""schwarz""","true","0","5","false","0.00846927241379678","""showerhead""","0.4970872643677058","0.6277671736065653","0.17100886404875099","""off""","5","23.480000000000004"
"3","220","""schwarz""","true","0","5","false","0.009999420858915805","""showerhead""","0.4970872643677058","0.6277671736065653","0.17100886404875099","""off""","5","21.88"
"3","235","""schwarz""","true","0","5","false","0.009999420858915805","""showerhead""","0.4267455726131706","0.6277671736065653","0.17100886404875099","""off""","5","21.580000000000002"
"3","240","""schwarz""","true","0","5","false","0.01274218407797854","""showerhead""","0.4267455726131706","0.6277671736065653","0.17100886404875099","""off""","5","16.380000000000003"
"3","255","""schwarz""","true","0","5","false","0.01274218407797854","""showerhead""","0.4267455726131706","0.6277671736065653","0.2647659776727771","""off""","5","14.880000000000003"
"3","265","""schwarz""","true","0","5","false","0.01274218407797854","""showerhead""","0.4267455726131706","0.5477536420505433","0.2647659776727771","""off""","5","14.812000000000003"
"3","270","""schwarz""","true","0","5","false","0.01274218407797854","""showerhead""","0.4267455726131706","0.5477536420505433","0.4483692615756373","""off""","5","13.964000000000002"
"3","275","""schwarz""","true","0","5","false","0.01274218407797854","""showerhead""","0.4267455726131706","0.5477536420505433","0.5377749700743434","""off""","5","13.564"
"3","285","""schwarz""","true","0","5","false","0.01274218407797854","""showerhead""","0.3961655965460267","0.5477536420505433","0.5377749700743434","""off""","5","12.312000000000001"
"4","5","""schwarz""","true","0","5","false","0.01687572330171529","""showerhead""","0.345540116574236","0.06097821926996705","0.841263556508207","""off""","5","39.22"
"4","10","""schwarz""","true","0","5","false","0.01687572330171529","""showerhead""","0.345540116574236","0.010464306830133503","0.841263556508207","""off""","5","35.32"
"4","15","""schwarz""","true","0","5","false","0.01687572330171529","""showerhead""","0.345540116574236","0.010464306830133503","0.8530387372713235","""off""","5","33.92"
"4","30","""schwarz""","true","0","5","false","0.01687572330171529","""showerhead""","0.345540116574236","0.12808178155158564","0.8530387372713235","""off""","5","33.519999999999996"
"4","35","""schwarz""","true","0","5","false","0.01687572330171529","""showerhead""","0.345540116574236","0.12808178155158564","0.7852641534337361","""off""","5","32.52"
"4","50","""schwarz""","true","0","5","false","0.01245726732061193","""showerhead""","0.345540116574236","0.12808178155158564","0.7852641534337361","""off""","5","16.712"
"4","100","""schwarz""","true","0","5","false","0.009926323545921243","""showerhead""","0.345540116574236","0.12808178155158564","0.7852641534337361","""off""","5","13.963999999999999"
"4","105","""schwarz""","true","0","5","false","0.009926323545921243","""showerhead""","0.2798801130100348","0.12808178155158564","0.7852641534337361","""off""","5","13.011999999999999"
"4","130","""schwarz""","true","0","5","false","0.009926323545921243","""showerhead""","0.2710473897252105","0.2205085587502974","0.7852641534337361","""off""","5","12.164"
"5","5","""schwarz""","true","0","5","false","0.009403885148109194","""showerhead""","0.6300297605058967","0.011769512304960372","0.6879674406128279","""off""","5","17.112000000000002"
"5","20","""schwarz""","true","0","5","false","0.009403885148109194","""showerhead""","0.6300297605058967","0.21820605650949015","0.6879674406128279","""off""","5","16.964000000000002"
"5","35","""schwarz""","true","0","5","false","0.010646226606798216","""showerhead""","0.6300297605058967","0.21820605650949015","0.7345004673603606","""off""","5","16.012"
"5","55","""schwarz""","true","0","5","false","0.010646226606798216","""showerhead""","0.5257681180553084","0.21820605650949015","0.7345004673603606","""off""","5","15.18"
"5","140","""schwarz""","true","0","5","false","0.008829613076788317","""showerhead""","0.5257681180553084","0.13439234350011778","0.9167600216788888","""off""","5","14.564000000000002"
"5","275","""schwarz""","true","0","5","false","0.0100149016608706","""showerhead""","0.3230601400650732","0.13439234350011778","0.9167600216788888","""off""","5","14.312000000000001"
"5","280","""schwarz""","true","0","5","false","0.0100149016608706","""showerhead""","0.3230601400650732","0.13439234350011778","0.8283766938791222","""off""","5","13.911999999999999"
"5","295","""schwarz""","true","0","5","false","0.0100149016608706","""showerhead""","0.11510091801951987","0.13439234350011778","0.8283766938791222","""off""","5","13.612"
"5","300","""schwarz""","true","0","5","false","0.0100149016608706","""showerhead""","0.05906143499393573","0.13439234350011778","0.8283766938791222","""off""","5","13.112"
"6","5","""schwarz""","true","0","5","false","0.012132838983655731","""showerhead""","0.7802236742217099","0.8894207965457044","0.938029584208235","""off""","5","27.28"
"6","45","""schwarz""","true","0","5","false","0.012132838983655731","""showerhead""","0.8184283573407907","0.7046395160772869","0.938029584208235","""off""","5","24.68"
"6","55","""schwarz""","true","0","5","false","0.0154547531712378","""showerhead""","0.8184283573407907","0.7046395160772869","0.938029584208235","""off""","5","23.080000000000002"
"6","65","""schwarz""","true","0","5","false","0.0154547531712378","""showerhead""","0.8184283573407907","0.7046395160772869","0.9517605077416524","""off""","5","22.680000000000003"
"6","75","""schwarz""","true","0","5","false","0.0154547531712378","""showerhead""","0.8184283573407907","0.7046395160772869","0.7516678151639156","""off""","5","22.18"
"6","80","""schwarz""","true","0","5","false","0.0154547531712378","""showerhead""","0.8184283573407907","0.4926242087470356","0.7516678151639156","""off""","5","17.780000000000005"
"6","90","""schwarz""","true","0","5","false","0.0154547531712378","""showerhead""","0.8184283573407907","0.4926242087470356","0.9093675183115134","""off""","5","15.912000000000003"
"6","110","""schwarz""","true","0","5","false","0.0154547531712378","""showerhead""","0.7824538718233529","0.4926242087470356","0.9093675183115134","""off""","5","15.864000000000003"
"6","145","""schwarz""","true","0","5","false","0.0154547531712378","""showerhead""","0.7824538718233529","0.4926242087470356","0.8735830415789821","""off""","5","15.464"
"6","175","""schwarz""","true","0","5","false","0.018133831369831023","""showerhead""","0.8005406532195802","0.4926242087470356","0.8735830415789821","""off""","5","15.363999999999999"
"6","265","""schwarz""","true","0","5","false","0.018133831369831023","""showerhead""","0.7529040888910545","0.4926242087470356","0.9489558780426373","""off""","5","14.78"
"7","5","""schwarz""","true","0","5","false","0.019372370403971252","""showerhead""","0.2586942838710038","0.07939453250080841","0.3178034212769978","""off""","5","1051.12"
"7","10","""schwarz""","true","0","5","false","0.019372370403971252","""showerhead""","0.2586942838710038","0.07939453250080841","0.27128887762812953","""off""","5","1050.82"
"7","15","""schwarz""","true","0","5","false","0.019372370403971252","""showerhead""","0.2586942838710038","0.07939453250080841","0.3083538131222767","""off""","5","1050.72"
"7","25","""schwarz""","true","0","5","false","0.019372370403971252","""showerhead""","0.25342106855360863","0.07939453250080841","0.3083538131222767","""off""","5","1049.12"
"7","30","""schwarz""","true","0","5","false","0.018097125415661428","""showerhead""","0.25342106855360863","0.07939453250080841","0.3083538131222767","""off""","5","1045.82"
"7","60","""schwarz""","true","0","5","false","0.014197699427839054","""showerhead""","0.25342106855360863","0.07939453250080841","0.2832749773267975","""off""","5","32.52"
"7","65","""schwarz""","true","0","5","false","0.014197699427839054","""showerhead""","0.25342106855360863","0.18779999106916756","0.2832749773267975","""off""","5","27.120000000000005"
"7","70","""schwarz""","true","0","5","false","0.00984468125586329","""showerhead""","0.25342106855360863","0.18779999106916756","0.2832749773267975","""off""","5","16.212"
"7","80","""schwarz""","true","0","5","false","0.00984468125586329","""showerhead""","0.14829998258947735","0.18779999106916756","0.2832749773267975","""off""","5","14.712"
"7","85","""schwarz""","true","0","5","false","0.00984468125586329","""showerhead""","0.09703954369340526","0.18779999106916756","0.2832749773267975","""off""","5","14.64"
"7","100","""schwarz""","true","0","5","false","0.00984468125586329","""showerhead""","0.0789391239721716","0.18779999106916756","0.2832749773267975","""off""","5","13.512"
"7","125","""schwarz""","true","0","5","false","0.00984468125586329","""showerhead""","0.0789391239721716","0.2745815470915336","0.3022191336203581","""off""","5","12.712000000000002"
"7","160","""schwarz""","true","0","5","false","0.00984468125586329","""showerhead""","0.0789391239721716","0.2745815470915336","0.5270612066716928","""off""","5","12.212"
"7","165","""schwarz""","true","0","5","false","0.008373728641738834","""showerhead""","0.0789391239721716","0.2745815470915336","0.5270612066716928","""off""","5","11.911999999999999"
"7","200","""schwarz""","true","0","5","false","0.008373728641738834","""showerhead""","0.029720313303506017","0.18327948530707702","0.5270612066716928","""off""","5","11.112"
"8","5","""schwarz""","true","0","5","false","0.015682436554852096","""showerhead""","0.525150676081481","0.309631965416052","0.3577751379935117","""off""","5","22.94"
"8","15","""schwarz""","true","0","5","false","0.014914261260754484","""showerhead""","0.525150676081481","0.309631965416052","0.3577751379935117","""off""","5","22.512"
"8","30","""schwarz""","true","0","5","false","0.014914261260754484","""showerhead""","0.525150676081481","0.4157224652224931","0.3329045366901723","""off""","5","18.811999999999998"
"8","40","""schwarz""","true","0","5","false","0.01362261525503105","""showerhead""","0.525150676081481","0.4157224652224931","0.3329045366901723","""off""","5","17.264"
"8","45","""schwarz""","true","0","5","false","0.01362261525503105","""showerhead""","0.525150676081481","0.4157224652224931","0.41180124510830707","""off""","5","14.940000000000001"
"9","5","""schwarz""","true","0","5","false","0.03589194214581749","""showerhead""","0.9488301601300443","0.8348096496053147","0.17122839550424618","""off""","5","24.864000000000004"
"9","50","""schwarz""","true","0","5","false","0.03589194214581749","""showerhead""","0.9224427434939954","0.8348096496053147","0.03693824035726359","""off""","5","24.464"
"9","65","""schwarz""","true","0","5","false","0.03589194214581749","""showerhead""","0.9009359409257037","0.8348096496053147","0.03693824035726359","""off""","5","24.212000000000003"
"9","80","""schwarz""","true","0","5","false","0.03589194214581749","""showerhead""","0.8918379608375392","0.8348096496053147","0.03693824035726359","""off""","5","23.864"
"9","85","""schwarz""","true","0","5","false","0.03589194214581749","""showerhead""","0.8918379608375392","0.8348096496053147","0.17502609886371034","""off""","5","23.764"
"9","95","""schwarz""","true","0","5","false","0.03620669954653041","""showerhead""","0.935869931430509","0.8373354580637765","0.17502609886371034","""off""","5","22.664"
"9","115","""schwarz""","true","0","5","false","0.03620669954653041","""showerhead""","0.935869931430509","0.8373354580637765","0.2799928678065254","""off""","5","22.364"
"9","125","""schwarz""","true","0","5","false","0.03620669954653041","""showerhead""","0.935869931430509","0.8373354580637765","0.32994518209710977","""off""","5","21.664"
"9","130","""schwarz""","true","0","5","false","0.036996605425501206","""showerhead""","0.935869931430509","0.8373354580637765","0.32994518209710977","""off""","5","21.364"
"9","140","""schwarz""","true","0","5","false","0.036996605425501206","""showerhead""","0.8949076819510079","0.8835842218090596","0.32994518209710977","""off""","5","20.764000000000003"
"9","180","""schwarz""","true","0","5","false","0.04","""showerhead""","0.8949076819510079","0.8504311650305735","0.4550620638165396","""off""","5","19.680000000000003"
"9","205","""schwarz""","true","0","5","false","0.04","""showerhead""","0.8949076819510079","0.8504311650305735","0.5623413671912283","""off""","5","19.48"
"9","255","""schwarz""","true","0","5","false","0.04","""showerhead""","0.8949076819510079","0.8108379080269652","0.5623413671912283","""off""","5","18.964"
"9","295","""schwarz""","true","0","5","false","0.03679380986848729","""showerhead""","0.8949076819510079","0.8108379080269652","0.7314571646911145","""off""","5","17.912"
"10","5","""schwarz""","true","0","5","false","0.012856639341828615","""showerhead""","0.8931775601502459","0.33490534257050286","0.9793256203273983","""off""","5","19.38"
"10","55","""schwarz""","true","0","5","false","0.014773492695534886","""showerhead""","0.8931775601502459","0.4063421257183558","0.8995144819469212","""off""","5","19.264000000000003"
"10","65","""schwarz""","true","0","5","false","0.014773492695534886","""showerhead""","0.8851025005495042","0.4063421257183558","0.8995144819469212","""off""","5","19.18"
"10","70","""schwarz""","true","0","5","false","0.014773492695534886","""showerhead""","0.8202933380370095","0.4063421257183558","0.8995144819469212","""off""","5","16.712"
"10","80","""schwarz""","true","0","5","false","0.014773492695534886","""showerhead""","0.7559296882171922","0.4063421257183558","0.8995144819469212","""off""","5","15.68"
"10","105","""schwarz""","true","0","5","false","0.014773492695534886","""showerhead""","0.6282497591886844","0.44131091631905045","0.8995144819469212","""off""","5","14.264000000000001"
"10","110","""schwarz""","true","0","5","false","0.014020145579704428","""showerhead""","0.6282497591886844","0.44131091631905045","0.8995144819469212","""off""","5","13.712"
"10","260","""schwarz""","true","0","5","false","0.014082364246337464","""showerhead""","0.6075005030675097","0.5327868171125666","0.8942574012972839","""off""","5","13.18"
"11","5","""schwarz""","true","0","5","false","0.01720469367674541","""showerhead""","0.5006474985246919","0.42039438423887754","0.10295419497974445","""off""","5","30.419999999999995"
"11","10","""schwarz""","true","0","5","false","0.01720469367674541","""showerhead""","0.5006474985246919","0.42039438423887754","0","""off""","5","28.939999999999994"
"11","15","""schwarz""","true","0","5","false","0.01720469367674541","""showerhead""","0.5430029962320965","0.42039438423887754","0","""off""","5","26.64"
"11","25","""schwarz""","true","0","5","false","0.01720469367674541","""showerhead""","0.5430029962320965","0.45964401151407924","0","""off""","5","26.140000000000004"
"11","30","""schwarz""","true","0","5","false","0.013145412355838802","""showerhead""","0.5430029962320965","0.45964401151407924","0","""off""","5","19.164"
"11","35","""schwarz""","true","0","5","false","0.013145412355838802","""showerhead""","0.5702695930513768","0.45964401151407924","0","""off""","5","18.164"
"11","70","""schwarz""","true","0","5","false","0.013145412355838802","""showerhead""","0.5373277912880385","0.544128306739552","0","""off""","5","17.764"
"11","115","""schwarz""","true","0","5","false","0.013145412355838802","""showerhead""","0.5373277912880385","0.5574768462136064","0","""off""","5","17.064"
"11","260","""schwarz""","true","0","5","false","0.013145412355838802","""showerhead""","0.5373277912880385","0.3816151691958382","0.3381868162056998","""off""","5","16.912"
"11","265","""schwarz""","true","0","5","false","0.010744642475189232","""showerhead""","0.5373277912880385","0.3816151691958382","0.3381868162056998","""off""","5","16.78"
"11","285","""schwarz""","true","0","5","false","0.010744642475189232","""showerhead""","0.4908766197944136","0.3816151691958382","0.3381868162056998","""off""","5","16.364000000000004"
"11","290","""schwarz""","true","0","5","false","0.010744642475189232","""showerhead""","0.4908766197944136","0.3816151691958382","0.4147830725929591","""off""","5","15.764000000000001"
"12","5","""schwarz""","true","0","5","false","0.02991396062593191","""showerhead""","0.9097222162262087","0.19336095059837288","0.5013480084289267","""off""","5","54.120000000000005"
"12","15","""schwarz""","true","0","5","false","0.027208667214624886","""showerhead""","0.9097222162262087","0.19336095059837288","0.5013480084289267","""off""","5","47.92"
"12","25","""schwarz""","true","0","5","false","0.027208667214624886","""showerhead""","1","0.19336095059837288","0.5013480084289267","""off""","5","35.212"
"12","45","""schwarz""","true","0","5","false","0.023657726777558334","""showerhead""","1","0.19336095059837288","0.5013480084289267","""off""","5","34.912"
"12","55","""schwarz""","true","0","5","false","0.023657726777558334","""showerhead""","1","0.22171445893552008","0.5013480084289267","""off""","5","34.211999999999996"
"12","70","""schwarz""","true","0","5","false","0.023657726777558334","""showerhead""","1","0.3395569661650101","0.5013480084289267","""off""","5","32.912000000000006"
"12","75","""schwarz""","true","0","5","false","0.023657726777558334","""showerhead""","1","0.33006364399159743","0.5013480084289267","""off""","5","30.311999999999998"
"12","80","""schwarz""","true","0","5","false","0.023657726777558334","""showerhead""","1","0.33006364399159743","0.5325838040239227","""off""","5","28.512"
"12","85","""schwarz""","true","0","5","false","0.023657726777558334","""showerhead""","1","0.45604475005101386","0.5325838040239227","""off""","5","25.511999999999997"
"12","100","""schwarz""","true","0","5","false","0.023657726777558334","""showerhead""","1","0.4949905067228614","0.5325838040239227","""off""","5","23.412000000000003"
"12","110","""schwarz""","true","0","5","false","0.023657726777558334","""showerhead""","1","0.5849205171327129","0.5325838040239227","""off""","5","22.512"
"12","120","""schwarz""","true","0","5","false","0.02191449115460054","""showerhead""","1","0.5849205171327129","0.5325838040239227","""off""","5","20.764000000000003"
"12","175","""schwarz""","true","0","5","false","0.021021476953051843","""showerhead""","0.8781046559508896","0.5849205171327129","0.5035088495821965","""off""","5","20.264000000000003"
"12","180","""schwarz""","true","0","5","false","0.021021476953051843","""showerhead""","0.881580981177869","0.5849205171327129","0.5035088495821965","""off""","5","20.064"
"12","185","""schwarz""","true","0","5","false","0.021021476953051843","""showerhead""","0.881580981177869","0.5849205171327129","0.683125443528818","""off""","5","19.864"
"12","190","""schwarz""","true","0","5","false","0.021021476953051843","""showerhead""","0.881580981177869","0.5849205171327129","0.7344667772214496","""off""","5","17.464000000000002"
"12","250","""schwarz""","true","0","5","false","0.01849023579033221","""showerhead""","0.802678603236944","0.545593569688788","0.8124289013744327","""off""","5","17.464"
"12","255","""schwarz""","true","0","5","false","0.01849023579033221","""showerhead""","0.802678603236944","0.4798803629624924","0.8124289013744327","""off""","5","16.712"
"12","275","""schwarz""","true","0","5","false","0.01849023579033221","""showerhead""","0.7743651480261717","0.4798803629624924","0.8124289013744327","""off""","5","15.812"
"13","5","""schwarz""","true","0","5","false","0.00581456336824251","""showerhead""","0.6145459511410883","0.5302915963910184","0.04601684402772721","""off""","5","1027.28"
"13","10","""schwarz""","true","0","5","false","0.00581456336824251","""showerhead""","0.6145459511410883","0.5302915963910184","0","""off""","5","26.38"
"13","190","""schwarz""","true","0","5","false","0.0063008155855671065","""showerhead""","0.6003059916647285","0.49213104615073344","0.07138246259188245","""off""","5","26.08"
"13","195","""schwarz""","true","0","5","false","0.00804867339922934","""showerhead""","0.6394113965022838","0.49213104615073344","0.28611025854314004","""off""","5","22.880000000000003"
"13","250","""schwarz""","true","0","5","false","0.009890475951204371","""showerhead""","0.6394113965022838","0.49213104615073344","0.14924158435048845","""off""","5","19.380000000000003"
"14","5","""schwarz""","true","0","5","false","0.004605431606995143","""showerhead""","0.22430719271988675","0.2718655931745385","0.10285025344740006","""off""","5","26.380000000000003"
"14","10","""schwarz""","true","0","5","false","0.004605431606995143","""showerhead""","0.22430719271988675","0.2718655931745385","0.15159689493041245","""off""","5","25.080000000000005"
"14","20","""schwarz""","true","0","5","false","0.004605431606995143","""showerhead""","0.2649597935624772","0.2718655931745385","0.15159689493041245","""off""","5","24.38"
"14","25","""schwarz""","true","0","5","false","0.007396955910332221","""showerhead""","0.2649597935624772","0.2718655931745385","0.15159689493041245","""off""","5","20.980000000000004"
"14","30","""schwarz""","true","0","5","false","0.007396955910332221","""showerhead""","0.3809407973305297","0.2718655931745385","0.15159689493041245","""off""","5","19.779999999999998"
"14","45","""schwarz""","true","0","5","false","0.007396955910332221","""showerhead""","0.3809407973305297","0.2718655931745385","0.13847835253739077","""off""","5","19.380000000000003"
"14","70","""schwarz""","true","0","5","false","0.007396955910332221","""showerhead""","0.3809407973305297","0.2718655931745385","0.20599617609730092","""off""","5","19.264"
"14","80","""schwarz""","true","0","5","false","0.008069679433338825","""showerhead""","0.3809407973305297","0.2718655931745385","0.20599617609730092","""off""","5","17.880000000000003"
"14","95","""schwarz""","true","0","5","false","0.01033488516825334","""showerhead""","0.3809407973305297","0.2718655931745385","0.20599617609730092","""off""","5","17.564"
"14","105","""schwarz""","true","0","5","false","0.01033488516825334","""showerhead""","0.3809407973305297","0.34293177763105653","0.20599617609730092","""off""","5","14.611999999999998"
"14","150","""schwarz""","true","0","5","false","0.01033488516825334","""showerhead""","0.3253174489391825","0.34293177763105653","0.3784794931859737","""off""","5","14.564"
"14","165","""schwarz""","true","0","5","false","0.01033488516825334","""showerhead""","0.3253174489391825","0.24072070174298363","0.35054128005844476","""off""","5","14.212"
"15","5","""schwarz""","true","0","5","false","0.009253434824031171","""showerhead""","0.3352616402266885","0.041745287782882334","0.7654694229600028","""off""","5","16.512"
"15","15","""schwarz""","true","0","5","false","0.008162692825522863","""showerhead""","0.3352616402266885","0.041745287782882334","0.7654694229600028","""off""","5","15.764"
"15","20","""schwarz""","true","0","5","false","0.008162692825522863","""showerhead""","0.3352616402266885","0.09726961793281208","0.9192988744353308","""off""","5","14.664000000000001"
"15","30","""schwarz""","true","0","5","false","0.008162692825522863","""showerhead""","0.3352616402266885","0.10707494071947432","0.9192988744353308","""off""","5","14.364"
"15","40","""schwarz""","true","0","5","false","0.008067423684605998","""showerhead""","0.3352616402266885","0.10707494071947432","0.9192988744353308","""off""","5","12.88"
"15","100","""schwarz""","true","0","5","false","0.010199342625189189","""showerhead""","0.3352616402266885","0.24356946501366236","0.9192988744353308","""off""","5","12.363999999999999"
"15","125","""schwarz""","true","0","5","false","0.010199342625189189","""showerhead""","0.3352616402266885","0.24356946501366236","0.8554752327418216","""off""","5","12.164"
"15","145","""schwarz""","true","0","5","false","0.009014734959948999","""showerhead""","0.18514850221794893","0.24356946501366236","0.8554752327418216","""off""","5","11.764"
"15","150","""schwarz""","true","0","5","false","0.012652372981326054","""showerhead""","0.18514850221794893","0.3942880337816916","0.8554752327418216","""off""","5","10.611999999999998"
"15","220","""schwarz""","true","0","5","false","0.012652372981326054","""showerhead""","0.23373840096706716","0.5301810457212077","0.9639080156548164","""off""","5","9.728"
"15","230","""schwarz""","true","0","5","false","0.012652372981326054","""showerhead""","0.23373840096706716","0.5301810457212077","0.9291946804945772","""off""","5","9.412000000000003"
"15","260","""schwarz""","true","0","5","false","0.012652372981326054","""showerhead""","0.1861022287463747","0.5301810457212077","0.9291946804945772","""off""","5","7.4399999999999995"
"16","5","""schwarz""","true","0","5","false","0.012938620558626284","""showerhead""","0.8489801016469698","0.9203522001108922","0.43307686371552523","""off""","5","29.979999999999997"
"16","45","""schwarz""","true","0","5","false","0.012938620558626284","""showerhead""","0.8489801016469698","0.9203522001108922","0.30971013760001825","""off""","5","29.379999999999995"
"16","100","""schwarz""","true","0","5","false","0.01373992703195469","""showerhead""","0.6198273988590574","0.9203522001108922","0.5303212175422083","""off""","5","26.18"
"16","120","""schwarz""","true","0","5","false","0.020474625403285426","""showerhead""","0.6198273988590574","0.957807207729909","0.41863943461731745","""off""","5","25.080000000000002"
"16","125","""schwarz""","true","0","5","false","0.020474625403285426","""showerhead""","0.6198273988590574","0.957807207729909","0.3721133567449441","""off""","5","24.980000000000004"
"16","130","""schwarz""","true","0","5","false","0.019998721065524264","""showerhead""","0.6198273988590574","0.957807207729909","0.3721133567449441","""off""","5","22.88"
"16","135","""schwarz""","true","0","5","false","0.019998721065524264","""showerhead""","0.5001770361996306","0.957807207729909","0.3721133567449441","""off""","5","19.18"
"16","145","""schwarz""","true","0","5","false","0.019998721065524264","""showerhead""","0.5001770361996306","0.957807207729909","0.3302911784261092","""off""","5","18.880000000000003"
"16","175","""schwarz""","true","0","5","false","0.02204884788723599","""showerhead""","0.5001770361996306","0.957807207729909","0.3302911784261092","""off""","5","15.092000000000002"
"16","180","""schwarz""","true","0","5","false","0.02204884788723599","""showerhead""","0.365753529113395","0.957807207729909","0.3302911784261092","""off""","5","13.908000000000001"
"16","205","""schwarz""","true","0","5","false","0.0195491123424758","""showerhead""","0.26988312101527856","0.957807207729909","0.3302911784261092","""off""","5","12.392000000000001"
"16","250","""schwarz""","true","0","5","false","0.0195491123424758","""showerhead""","0.202722068830486","0.957807207729909","0.5198906279457876","""off""","5","12.392"
"16","265","""schwarz""","true","0","5","false","0.0195491123424758","""showerhead""","0.202722068830486","0.9520280717241386","0.5198906279457876","""off""","5","11.492"
"16","285","""schwarz""","true","0","5","false","0.021613241654467708","""showerhead""","0.202722068830486","0.9520280717241386","0.5198906279457876","""off""","5","10.671999999999999"
"16","295","""schwarz""","true","0","5","false","0.020334099553748576","""showerhead""","0.202722068830486","0.9520280717241386","0.5198906279457876","""off""","5","10.508"
"16","300","""schwarz""","true","0","5","false","0.020334099553748576","""showerhead""","0.202722068830486","0.9520280717241386","0.5681235116292108","""off""","5","10.492"
"17","5","""schwarz""","true","0","5","false","0.03672469153842835","""showerhead""","0.034452581878385846","0.47601379427935353","0.5278364463830937","""off""","5","1068.92"
"17","10","""schwarz""","true","0","5","false","0.028696785999561953","""showerhead""","0.034452581878385846","0.47601379427935353","0.5278364463830937","""off""","5","1063.32"
