"search-number","evaluation","technology-diffusion-method*","word-of-mouth?*","technology-adoption*","technology-awareness*","debug?*","deliberation_rate*","innovation*","leader_w_social*","main_w_social*","hed_w_social*","policy*","num-replicates","best-fitness-so-far"
"25","300","""schwarz_alternative""","true","0","5","false","0.01167388635007767","""showerhead""","0.2507515611131056","0.0879781740741936","0.2206585061327489","""off""","5","15.612000000000002"
"26","300","""schwarz_alternative""","true","0","5","false","0.023311291356389673","""showerhead""","0.5460872625555756","0.3066928967645137","0.7890790953441768","""off""","5","29.58"
"27","300","""schwarz_alternative""","true","0","5","false","0.01742635995900891","""showerhead""","0.6745590058305371","0.22519651274127844","0.2360379680741721","""off""","5","24.811999999999998"
"28","300","""schwarz_alternative""","true","0","5","false","0.03294971116584569","""showerhead""","0.5194079827877542","0.49828078620355054","0.43435852977140366","""off""","5","29.58"
"29","300","""schwarz_alternative""","true","0","5","false","0.009779832749458189","""showerhead""","0.9495505663850631","0.22412999657114702","0.0890531448591772","""off""","5","17.664"
"30","300","""schwarz_alternative""","true","0","5","false","0.03707646665230563","""showerhead""","0.5272568621099336","0.8610696729194758","0.6621404276865736","""off""","5","29.58"
"31","300","""schwarz_alternative""","true","0","5","false","0.026677939483235165","""showerhead""","0.9334244570789924","0.551012771696554","0.3515036645260782","""off""","5","29.58"
"32","300","""schwarz_alternative""","true","0","5","false","0.04","""showerhead""","0.31674080335610144","0.581399381580571","0","""off""","5","23.18"
"33","300","""schwarz_alternative""","true","0","5","false","0.00935984642723798","""showerhead""","0.9946227788344031","0.71022853631906","0.12444266424329864","""off""","5","29.58"
"34","300","""schwarz_alternative""","true","0","5","false","0.008748995962995157","""showerhead""","0.02090852421675213","0.27209097192155446","0.7883174404645291","""off""","5","9.628"
"35","300","""schwarz_alternative""","true","0","5","false","0.009127023661577418","""showerhead""","0.17426872175545827","0.038331400313151534","1","""off""","5","12.112"
"36","300","""schwarz_alternative""","true","0","5","false","0.023120083057435764","""showerhead""","0.09296721243926724","0.809331520219329","0.9089476100037276","""off""","5","9.488"
"37","300","""schwarz_alternative""","true","0","5","false","0.016397840397299322","""showerhead""","0.30139370412411537","0.734760685616603","0.9484377085239915","""off""","5","29.58"
"38","300","""schwarz_alternative""","true","0","5","false","0.021335637132165648","""showerhead""","0.026782245667031735","0.5820178353070473","0.40991465639122565","""off""","5","7.007999999999997"
"39","300","""schwarz_alternative""","true","0","5","false","0.03043398048051114","""showerhead""","0.9945452982490158","0.9190541832393234","0.3520671349298985","""off""","5","29.58"
"40","300","""schwarz_alternative""","true","0","5","false","0.03916219300051607","""showerhead""","0.24007050484974157","0.23585070618070092","0.05429233320127047","""off""","5","29.58"
"41","300","""schwarz_alternative""","true","0","5","false","0.01944371853196689","""showerhead""","0.1526059803871299","0.7723204561324306","0.3142302235150645","""off""","5","8.008000000000001"
"42","300","""schwarz_alternative""","true","0","5","false","0.009956923634113463","""showerhead""","0.6853739908277152","0.8502601610314774","0.37721018953740193","""off""","5","29.58"
"43","300","""schwarz_alternative""","true","0","5","false","0.03661984213318836","""showerhead""","0.5446676387932189","0.6725121497094462","0.6678503762628389","""off""","5","29.58"
"44","300","""schwarz_alternative""","true","0","5","false","0.021946675834708506","""showerhead""","0","0.843589152438094","1","""off""","5","6.172000000000001"
"45","300","""schwarz_alternative""","true","0","5","false","0.012041263591799488","""showerhead""","0.9357179167827089","0","0.2917292536826285","""off""","5","17.879999999999995"
"46","300","""schwarz_alternative""","true","0","5","false","0.032767109605755206","""showerhead""","0.5651332339356179","0.48182084877290543","0.9392281477266655","""off""","5","29.58"
"47","300","""schwarz_alternative""","true","0","5","false","0.01820805528856676","""showerhead""","0.13017896463142115","0.49888215398441177","0.5133617929255841","""off""","5","7.572000000000003"
"48","300","""schwarz_alternative""","true","0","5","false","0.010538420073850967","""showerhead""","0.12994486202188016","0.2872239990017338","0.6327567194131359","""off""","5","9.112"
"49","300","""schwarz_alternative""","true","0","5","false","0.01688034848797893","""showerhead""","0.7139834489135525","0.2209473099016313","1","""off""","5","22.312000000000005"
"50","300","""schwarz_alternative""","true","0","5","false","0.031112886500489975","""showerhead""","0.8214241472207523","0.30584922832992334","0.06533925049401745","""off""","5","29.58"
