"search-number","evaluation","number-of-nodes*","network-method*","technology-diffusion-method*","word-of-mouth?*","seeding-percentage*","debug?*","deliberation_rate*","innovation*","leader_w_social*","main_w_social*","hed_w_social*","fitness","num-replicates","best-fitness-so-far"
"1","116","1000","""suslab""","""schwarz-alternative""","true","0","false","0.020160441334497743","""showerhead""","0","0.3978201613296314","0.1340172352379903","28.5105","4","27.612499999999997"
"1","120","1000","""suslab""","""schwarz-alternative""","true","0","false","0.020160441334497743","""showerhead""","0.07965835680765876","0.3978201613296314","0.1340172352379903","28.403","4","27.612499999999997"
"1","124","1000","""suslab""","""schwarz-alternative""","true","0","false","0.020160441334497743","""showerhead""","0.07965835680765876","0.3978201613296314","0","28.373","4","27.612499999999997"
"1","128","1000","""suslab""","""schwarz-alternative""","true","0","false","0.020160441334497743","""showerhead""","0.07965835680765876","0.3978201613296314","0.14273513172002353","28.3265","4","27.612499999999997"
"1","132","1000","""suslab""","""schwarz-alternative""","true","0","false","0.020160441334497743","""showerhead""","0.07965835680765876","0.3978201613296314","0.23194666702614933","28.611500000000003","4","27.612499999999997"
"1","136","1000","""suslab""","""schwarz-alternative""","true","0","false","0.020160441334497743","""showerhead""","0.07965835680765876","0.3928849147333951","0.23194666702614933","28.596","4","27.612499999999997"
"1","140","1000","""suslab""","""schwarz-alternative""","true","0","false","0.020160441334497743","""showerhead""","0.07965835680765876","0.499570275604182","0.23194666702614933","29.2935","4","27.612499999999997"
"1","144","1000","""suslab""","""schwarz-alternative""","true","0","false","0.020160441334497743","""showerhead""","0.2077201583448579","0.499570275604182","0.23194666702614933","28.547000000000004","4","27.612499999999997"
"1","148","1000","""suslab""","""schwarz-alternative""","true","0","false","0.020160441334497743","""showerhead""","0.05893180914755472","0.499570275604182","0.23194666702614933","28.3375","4","27.612499999999997"
"1","152","1000","""suslab""","""schwarz-alternative""","true","0","false","0.017406226712709912","""showerhead""","0.05893180914755472","0.499570275604182","0.23194666702614933","28.4785","4","27.612499999999997"
"1","156","1000","""suslab""","""schwarz-alternative""","true","0","false","0.017406226712709912","""showerhead""","0","0.499570275604182","0.23194666702614933","28.601","4","27.612499999999997"
"1","160","1000","""suslab""","""schwarz-alternative""","true","0","false","0.017406226712709912","""showerhead""","0","0.499570275604182","0.26142942816948783","28.4555","4","27.612499999999997"
"1","164","1000","""suslab""","""schwarz-alternative""","true","0","false","0.017406226712709912","""showerhead""","0","0.499570275604182","0.17006471652856378","27.9305","4","27.612499999999997"
"1","168","1000","""suslab""","""schwarz-alternative""","true","0","false","0.017406226712709912","""showerhead""","0","0.468866761312456","0.17006471652856378","28.5525","4","27.612499999999997"
"1","172","1000","""suslab""","""schwarz-alternative""","true","0","false","0.017406226712709912","""showerhead""","0","0.5888397668504823","0.17006471652856378","28.478","4","27.612499999999997"
"1","176","1000","""suslab""","""schwarz-alternative""","true","0","false","0.017406226712709912","""showerhead""","0","0.499570275604182","0.26716895067348323","28.311999999999998","4","27.612499999999997"
"1","180","1000","""suslab""","""schwarz-alternative""","true","0","false","0.017406226712709912","""showerhead""","0","0.5671934027762915","0.17006471652856378","28.3675","4","27.612499999999997"
"1","184","1000","""suslab""","""schwarz-alternative""","true","0","false","0.017406226712709912","""showerhead""","0","0.4700928877827755","0.17006471652856378","28.017500000000002","4","27.612499999999997"
"1","188","1000","""suslab""","""schwarz-alternative""","true","0","false","0.017406226712709912","""showerhead""","0","0.4700928877827755","0.08468181249789605","28.652500000000003","4","27.612499999999997"
"1","192","1000","""suslab""","""schwarz-alternative""","true","0","false","0.017406226712709912","""showerhead""","0","0.46100555774447355","0.17006471652856378","28.317500000000003","4","27.612499999999997"
"1","196","1000","""suslab""","""schwarz-alternative""","true","0","false","0.017406226712709912","""showerhead""","0","0.4700928877827755","0.24495790863175282","28.6725","4","27.612499999999997"
"1","200","1000","""suslab""","""schwarz-alternative""","true","0","false","0.017406226712709912","""showerhead""","0","0.4700928877827755","0.16952227437814252","28.350499999999997","4","27.612499999999997"
"1","204","1000","""suslab""","""schwarz-alternative""","true","0","false","0.012000741262029851","""showerhead""","0","0.4700928877827755","0.17006471652856378","28.7325","4","27.612499999999997"
"1","208","1000","""suslab""","""schwarz-alternative""","true","0","false","0.02079952674881301","""showerhead""","0","0.4700928877827755","0.17006471652856378","28.9355","4","27.612499999999997"
"1","212","1000","""suslab""","""schwarz-alternative""","true","0","false","0.017406226712709912","""showerhead""","0","0.4700928877827755","0.10630119968963632","28.3035","4","27.612499999999997"
"1","216","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01224950723208689","""showerhead""","0","0.4700928877827755","0.10061158039958927","28.945","4","27.612499999999997"
"1","220","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01224950723208689","""showerhead""","0.04407587733943444","0.4700928877827755","0.10061158039958927","28.493000000000002","4","27.612499999999997"
"1","224","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01224950723208689","""showerhead""","0.04407587733943444","0.46647459134826413","0.10061158039958927","28.294999999999998","4","27.612499999999997"
"1","228","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01224950723208689","""showerhead""","0.04407587733943444","0.46647459134826413","0.050141296308981315","28.702","4","27.612499999999997"
"1","232","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01224950723208689","""showerhead""","0.04407587733943444","0.49677707560256124","0.050141296308981315","28.6295","4","27.612499999999997"
"1","236","1000","""suslab""","""schwarz-alternative""","true","0","false","0.010734326300230948","""showerhead""","0.04407587733943444","0.23838196070076328","0.050141296308981315","29.0295","4","27.612499999999997"
"1","240","1000","""suslab""","""schwarz-alternative""","true","0","false","0.010734326300230948","""showerhead""","0","0.23838196070076328","0.050141296308981315","29.274","4","27.612499999999997"
"1","244","1000","""suslab""","""schwarz-alternative""","true","0","false","0.010734326300230948","""showerhead""","0.0349867175578532","0.23838196070076328","0.050141296308981315","28.229","4","27.612499999999997"
"1","248","1000","""suslab""","""schwarz-alternative""","true","0","false","0.010734326300230948","""showerhead""","0.0349867175578532","0.23838196070076328","0","28.819499999999998","4","27.612499999999997"
"1","252","1000","""suslab""","""schwarz-alternative""","true","0","false","0.010734326300230948","""showerhead""","0.35151088123181873","0.23838196070076328","0.20444991162529258","28.912","4","27.612499999999997"
"1","256","1000","""suslab""","""schwarz-alternative""","true","0","false","0.010734326300230948","""showerhead""","0.3962838777639091","0.23838196070076328","0.36449701447816285","28.610500000000002","4","27.612499999999997"
"1","260","1000","""suslab""","""schwarz-alternative""","true","0","false","0.010734326300230948","""showerhead""","0.3962838777639091","0.2234127537757625","0.36449701447816285","28.377","4","27.612499999999997"
"1","264","1000","""suslab""","""schwarz-alternative""","true","0","false","0.010734326300230948","""showerhead""","0.3786339585046559","0.2234127537757625","0.348487554913284","28.5345","4","27.612499999999997"
"1","268","1000","""suslab""","""schwarz-alternative""","true","0","false","0.013672573071977324","""showerhead""","0.3786339585046559","0.2234127537757625","0.348487554913284","29.069","4","27.612499999999997"
"1","272","1000","""suslab""","""schwarz-alternative""","true","0","false","0.010734326300230948","""showerhead""","0.461295072451568","0.2234127537757625","0.348487554913284","28.258","4","27.612499999999997"
"1","276","1000","""suslab""","""schwarz-alternative""","true","0","false","0.010734326300230948","""showerhead""","0.461295072451568","0.16252562951624017","0.348487554913284","29.0595","4","27.612499999999997"
"1","280","1000","""suslab""","""schwarz-alternative""","true","0","false","0.010734326300230948","""showerhead""","0.5500565606652359","0.2234127537757625","0.348487554913284","28.186999999999998","4","27.612499999999997"
"1","284","1000","""suslab""","""schwarz-alternative""","true","0","false","0.010734326300230948","""showerhead""","0.5500565606652359","0.21668825073114797","0.348487554913284","28.703000000000003","4","27.612499999999997"
"1","288","1000","""suslab""","""schwarz-alternative""","true","0","false","0.010734326300230948","""showerhead""","0.5970969359434671","0.21668825073114797","0.4106824849870585","28.360500000000002","4","27.612499999999997"
"1","292","1000","""suslab""","""schwarz-alternative""","true","0","false","0.010734326300230948","""showerhead""","0.7889641887300692","0.21668825073114797","0.4106824849870585","29.066000000000003","4","27.612499999999997"
"1","296","1000","""suslab""","""schwarz-alternative""","true","0","false","0.010734326300230948","""showerhead""","0.5970969359434671","0.34294392459110146","0.4106824849870585","28.6315","4","27.612499999999997"
"1","300","1000","""suslab""","""schwarz-alternative""","true","0","false","0.007761253532575712","""showerhead""","0.5970969359434671","0.34294392459110146","0.4106824849870585","28.672","4","27.612499999999997"
"2","4","1000","""suslab""","""schwarz-alternative""","true","0","false","0.007592884829345672","""showerhead""","0.559070703171132","0.14865565270063208","0.32322956401815006","28.437499999999996","4","28.437499999999996"
"2","8","1000","""suslab""","""schwarz-alternative""","true","0","false","0.007592884829345672","""showerhead""","0.559070703171132","0.044579911079202866","0.32322956401815006","28.702","4","28.437499999999996"
"2","12","1000","""suslab""","""schwarz-alternative""","true","0","false","0.007592884829345672","""showerhead""","0.5972555477618914","0.14865565270063208","0.32322956401815006","28.631500000000003","4","28.437499999999996"
"2","16","1000","""suslab""","""schwarz-alternative""","true","0","false","0.007592884829345672","""showerhead""","0.6987768990778573","0.14865565270063208","0.32322956401815006","28.920500000000004","4","28.437499999999996"
"2","20","1000","""suslab""","""schwarz-alternative""","true","0","false","0.0052399405789775476","""showerhead""","0.6987768990778573","0.2775825402613949","0.32322956401815006","28.5195","4","28.437499999999996"
"2","24","1000","""suslab""","""schwarz-alternative""","true","0","false","0.0052399405789775476","""showerhead""","0.8165255657208494","0.2775825402613949","0.32322956401815006","28.526000000000003","4","28.437499999999996"
"2","28","1000","""suslab""","""schwarz-alternative""","true","0","false","0.011082231460917935","""showerhead""","0.8165255657208494","0.2775825402613949","0.32322956401815006","28.478499999999997","4","28.437499999999996"
"2","32","1000","""suslab""","""schwarz-alternative""","true","0","false","0.011082231460917935","""showerhead""","0.8165255657208494","0.19976764887635656","0.32322956401815006","28.509499999999996","4","28.437499999999996"
"2","36","1000","""suslab""","""schwarz-alternative""","true","0","false","0.011082231460917935","""showerhead""","0.8165255657208494","0.22199104022517302","0.32322956401815006","27.656499999999998","4","27.656499999999998"
"2","40","1000","""suslab""","""schwarz-alternative""","true","0","false","0.011082231460917935","""showerhead""","0.8165255657208494","0.22199104022517302","0.2970345571260936","28.316500000000005","4","27.656499999999998"
"2","44","1000","""suslab""","""schwarz-alternative""","true","0","false","0.011082231460917935","""showerhead""","0.8816383357676318","0.22199104022517302","0.2970345571260936","28.33","4","27.656499999999998"
"2","48","1000","""suslab""","""schwarz-alternative""","true","0","false","0.011082231460917935","""showerhead""","0.7905215530189958","0.22199104022517302","0.2970345571260936","28.7665","4","27.656499999999998"
"2","52","1000","""suslab""","""schwarz-alternative""","true","0","false","0.011082231460917935","""showerhead""","0.7905215530189958","0.256723237221415","0.2970345571260936","28.664500000000004","4","27.656499999999998"
"2","56","1000","""suslab""","""schwarz-alternative""","true","0","false","0.011082231460917935","""showerhead""","0.7905215530189958","0.2397453962937496","0.2970345571260936","28.235500000000002","4","27.656499999999998"
"2","60","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01799600605061226","""showerhead""","0.7905215530189958","0.2397453962937496","0.2970345571260936","28.7095","4","27.656499999999998"
"2","64","1000","""suslab""","""schwarz-alternative""","true","0","false","0.011082231460917935","""showerhead""","0.8648174716110799","0.2397453962937496","0.2970345571260936","28.927","4","27.656499999999998"
"2","68","1000","""suslab""","""schwarz-alternative""","true","0","false","0.009650747341600246","""showerhead""","0.7905215530189958","0.2397453962937496","0.2970345571260936","28.670999999999992","4","27.656499999999998"
"2","72","1000","""suslab""","""schwarz-alternative""","true","0","false","0.015428951400167472","""showerhead""","0.7905215530189958","0.2397453962937496","0.2970345571260936","28.705000000000002","4","27.656499999999998"
"2","76","1000","""suslab""","""schwarz-alternative""","true","0","false","0.015428951400167472","""showerhead""","0.7905215530189958","0.2397453962937496","0.34394755132266525","27.979000000000003","4","27.656499999999998"
"2","80","1000","""suslab""","""schwarz-alternative""","true","0","false","0.014105646577906762","""showerhead""","0.7905215530189958","0.2397453962937496","0.34394755132266525","28.461","4","27.656499999999998"
"2","84","1000","""suslab""","""schwarz-alternative""","true","0","false","0.006741696667145764","""showerhead""","0.8642700293080658","0.2397453962937496","0.34394755132266525","28.515500000000003","4","27.656499999999998"
"2","88","1000","""suslab""","""schwarz-alternative""","true","0","false","0.0089226459646479","""showerhead""","0.8642700293080658","0.2397453962937496","0.34394755132266525","28.637","4","27.656499999999998"
"2","92","1000","""suslab""","""schwarz-alternative""","true","0","false","0.0089226459646479","""showerhead""","0.8642700293080658","0.2397453962937496","0.29995414159415235","29.027","4","27.656499999999998"
"2","96","1000","""suslab""","""schwarz-alternative""","true","0","false","0.0089226459646479","""showerhead""","0.6234398276418514","0.2397453962937496","0.34394755132266525","28.6605","4","27.656499999999998"
"2","100","1000","""suslab""","""schwarz-alternative""","true","0","false","0.0089226459646479","""showerhead""","0.6234398276418514","0.05641542273136019","0.34394755132266525","28.204","4","27.656499999999998"
"2","104","1000","""suslab""","""schwarz-alternative""","true","0","false","0.0089226459646479","""showerhead""","0.6234398276418514","0.05641542273136019","0.4010257788115478","28.183999999999997","4","27.656499999999998"
"2","108","1000","""suslab""","""schwarz-alternative""","true","0","false","0.0089226459646479","""showerhead""","0.6234398276418514","0.05641542273136019","0.53491255253811","28.358500000000003","4","27.656499999999998"
"2","112","1000","""suslab""","""schwarz-alternative""","true","0","false","0.0089226459646479","""showerhead""","0.6234398276418514","0.05641542273136019","0.617867920142423","28.951500000000003","4","27.656499999999998"
"2","116","1000","""suslab""","""schwarz-alternative""","true","0","false","0.0089226459646479","""showerhead""","0.6234398276418514","0.0857571200135665","0.53491255253811","28.7485","4","27.656499999999998"
"2","120","1000","""suslab""","""schwarz-alternative""","true","0","false","0.0089226459646479","""showerhead""","0.6243954033151263","0.12950382612969463","0.53491255253811","28.215","4","27.656499999999998"
"2","124","1000","""suslab""","""schwarz-alternative""","true","0","false","0.011895149803241085","""showerhead""","0.6243954033151263","0.12950382612969463","0.53491255253811","28.7065","4","27.656499999999998"
"2","128","1000","""suslab""","""schwarz-alternative""","true","0","false","0.011895149803241085","""showerhead""","0.6243954033151263","0.07530906554821491","0.53491255253811","28.4345","4","27.656499999999998"
"2","132","1000","""suslab""","""schwarz-alternative""","true","0","false","0.011895149803241085","""showerhead""","0.8148824683603293","0.07530906554821491","0.53491255253811","28.176000000000002","4","27.656499999999998"
"2","136","1000","""suslab""","""schwarz-alternative""","true","0","false","0.011895149803241085","""showerhead""","0.7825449445010602","0.07530906554821491","0.53491255253811","29.192999999999998","4","27.656499999999998"
"2","140","1000","""suslab""","""schwarz-alternative""","true","0","false","0.011895149803241085","""showerhead""","0.8579705225471806","0.08180642628498959","0.53491255253811","28.525","4","27.656499999999998"
"2","144","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01054304673056379","""showerhead""","0.8579705225471806","0.08180642628498959","0.53491255253811","28.459","4","27.656499999999998"
"2","148","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01054304673056379","""showerhead""","0.6407765250226299","0.08180642628498959","0.53491255253811","28.961999999999996","4","27.656499999999998"
"2","152","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01054304673056379","""showerhead""","0.4924362258681538","0.08180642628498959","0.53491255253811","28.741499999999995","4","27.656499999999998"
"2","156","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01054304673056379","""showerhead""","0.4924362258681538","0.08180642628498959","0.7659878339882775","28.856499999999997","4","27.656499999999998"
"2","160","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01054304673056379","""showerhead""","0.4924362258681538","0.2525796466337688","0.7659878339882775","28.872500000000002","4","27.656499999999998"
"2","164","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01054304673056379","""showerhead""","0.4924362258681538","0.2525796466337688","0.8746009137370293","28.799500000000002","4","27.656499999999998"
"2","168","1000","""suslab""","""schwarz-alternative""","true","0","false","0.013619110529727196","""showerhead""","0.4924362258681538","0.2525796466337688","0.8746009137370293","28.436999999999998","4","27.656499999999998"
"2","172","1000","""suslab""","""schwarz-alternative""","true","0","false","0.013619110529727196","""showerhead""","0.3739257034798208","0.2525796466337688","0.8746009137370293","28.4565","4","27.656499999999998"
"2","176","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01267872798883669","""showerhead""","0.4924362258681538","0.2525796466337688","0.8746009137370293","28.9665","4","27.656499999999998"
"2","180","1000","""suslab""","""schwarz-alternative""","true","0","false","0.013619110529727196","""showerhead""","0.4924362258681538","0.2525796466337688","1","29.181","4","27.656499999999998"
"2","184","1000","""suslab""","""schwarz-alternative""","true","0","false","0.013619110529727196","""showerhead""","0.4924362258681538","0.2525796466337688","0.7724187645112476","28.279000000000003","4","27.656499999999998"
"2","188","1000","""suslab""","""schwarz-alternative""","true","0","false","0.013619110529727196","""showerhead""","0.40996275061140003","0.2525796466337688","0.7724187645112476","28.7275","4","27.656499999999998"
"2","192","1000","""suslab""","""schwarz-alternative""","true","0","false","0.0102073775821041","""showerhead""","0.40996275061140003","0.2525796466337688","0.7724187645112476","28.383000000000003","4","27.656499999999998"
"2","196","1000","""suslab""","""schwarz-alternative""","true","0","false","0.011407349898643889","""showerhead""","0.40996275061140003","0.2525796466337688","0.7724187645112476","29.442","4","27.656499999999998"
"2","200","1000","""suslab""","""schwarz-alternative""","true","0","false","0.0102073775821041","""showerhead""","0.40996275061140003","0.2525796466337688","0.7260347636312202","28.274500000000003","4","27.656499999999998"
"2","204","1000","""suslab""","""schwarz-alternative""","true","0","false","0.0102073775821041","""showerhead""","0.40996275061140003","0.34786079592883434","0.7260347636312202","28.5335","4","27.656499999999998"
"2","208","1000","""suslab""","""schwarz-alternative""","true","0","false","0.004509015679720639","""showerhead""","0.40996275061140003","0.34786079592883434","0.7260347636312202","28.388","4","27.656499999999998"
"2","212","1000","""suslab""","""schwarz-alternative""","true","0","false","0.005643692820411461","""showerhead""","0.40996275061140003","0.34786079592883434","0.7260347636312202","28.723","4","27.656499999999998"
"2","216","1000","""suslab""","""schwarz-alternative""","true","0","false","0.004","""showerhead""","0.40996275061140003","0.34786079592883434","0.7260347636312202","28.465500000000002","4","27.656499999999998"
"2","220","1000","""suslab""","""schwarz-alternative""","true","0","false","0.004","""showerhead""","0.40996275061140003","0.34786079592883434","0.7412655231167415","28.8845","4","27.656499999999998"
"2","224","1000","""suslab""","""schwarz-alternative""","true","0","false","0.004","""showerhead""","0.5893730156140738","0.34786079592883434","0.7412655231167415","28.379","4","27.656499999999998"
"2","228","1000","""suslab""","""schwarz-alternative""","true","0","false","0.004","""showerhead""","0.5893730156140738","0.24224586724333871","0.7412655231167415","28.4585","4","27.656499999999998"
"2","232","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01271427315290947","""showerhead""","0.5893730156140738","0.24224586724333871","0.7412655231167415","28.322499999999998","4","27.656499999999998"
"2","236","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01271427315290947","""showerhead""","0.5893730156140738","0.2469381126904922","0.7412655231167415","28.637500000000003","4","27.656499999999998"
"2","240","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01271427315290947","""showerhead""","0.5893730156140738","0.2469381126904922","0.6895501833918211","28.401999999999997","4","27.656499999999998"
"2","244","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01271427315290947","""showerhead""","0.6595215290897881","0.2469381126904922","0.6114858450882245","29.027","4","27.656499999999998"
"2","248","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01271427315290947","""showerhead""","0.5893730156140738","0.2469381126904922","0.6858972743410764","28.765500000000003","4","27.656499999999998"
"2","252","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01271427315290947","""showerhead""","0.5893730156140738","0.2469381126904922","0.7670239055845853","28.668999999999997","4","27.656499999999998"
"2","256","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01271427315290947","""showerhead""","0.5893730156140738","0.15828531061142737","0.7670239055845853","28.475","4","27.656499999999998"
"2","260","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01271427315290947","""showerhead""","0.5893730156140738","0.14143718694961732","0.7670239055845853","28.447499999999998","4","27.656499999999998"
"2","264","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01271427315290947","""showerhead""","0.6613929062811618","0.14143718694961732","0.7832401202650059","28.6615","4","27.656499999999998"
"2","268","1000","""suslab""","""schwarz-alternative""","true","0","false","0.01271427315290947","""showerhead""","0.666444411973802","0.14143718694961732","0.7832401202650059","28.1565","4","27.656499999999998"
"2","272","1000","""suslab""","""schwarz-alternative""","true","0","false","0.011549703895983207","""showerhead""","0.666444411973802","0.14143718694961732","0.7832401202650059","28.227500000000003","4","27.656499999999998"
"2","276","1000","""suslab""","""schwarz-alternative""","true","0","false","0.011549703895983207","""showerhead""","0.7314688780309492","0.14143718694961732","0.7832401202650059","28.9745","4","27.656499999999998"
"2","280","1000","""suslab""","""schwarz-alternative""","true","0","false","0.011549703895983207","""showerhead""","0.666444411973802","0.14143718694961732","0.8077474446052122","28.6045","4","27.656499999999998"
"2","284","1000","""suslab""","""schwarz-alternative""","true","0","false","0.011549703895983207","""showerhead""","0.8353832104945904","0.36972448028909033","0.7832401202650059","29.094","4","27.656499999999998"
"2","288","1000","""suslab""","""schwarz-alternative""","true","0","false","0.013181981582950324","""showerhead""","0.666444411973802","0.14143718694961732","0.7832401202650059","29.2635","4","27.656499999999998"
"2","292","1000","""suslab""","""schwarz-alternative""","true","0","false","0.010204677649480737","""showerhead""","0.666444411973802","0.14143718694961732","0.7832401202650059","28.6075","4","27.656499999999998"
"2","296","1000","""suslab""","""schwarz-alternative""","true","0","false","0.010204677649480737","""showerhead""","0.666444411973802","0.2959627546270771","0.7832401202650059","28.308","4","27.656499999999998"
"2","300","1000","""suslab""","""schwarz-alternative""","true","0","false","0.010204677649480737","""showerhead""","0.666444411973802","0.3462077947753811","0.7832401202650059","28.904500000000002","4","27.656499999999998"
"3","4","1000","""suslab""","""schwarz-alternative""","true","0","false","0.018834721030432475","""showerhead""","0.44838812963377583","0.49594926978083953","0.7009995967999993","28.15","4","28.15"
"3","8","1000","""suslab""","""schwarz-alternative""","true","0","false","0.018834721030432475","""showerhead""","0.5883393042587223","0.49594926978083953","0.7009995967999993","28.212999999999997","4","28.15"
"3","12","1000","""suslab""","""schwarz-alternative""","true","0","false","0.018834721030432475","""showerhead""","0.5883393042587223","0.49594926978083953","0.7494988850962141","28.7825","4","28.15"
"3","16","1000","""suslab""","""schwarz-alternative""","true","0","false","0.018834721030432475","""showerhead""","0.5883393042587223","0.49594926978083953","0.7488843354963274","28.528","4","28.15"
