"search-number","evaluation","number-of-nodes*","network-method*","technology-diffusion-method*","word-of-mouth?*","seeding-percentage*","debug?*","deliberation_rate*","innovation*","p_leader_social*","p_mainstream_social*","p_hedonistic_social*","num-replicates","best-fitness-so-far"
"3","25","1000","""suslab""","""schwarz""","true","1","false","0.03405650848095611","""showerhead""","0.6043082361828517","0.6717634262228626","1","5","12.213999999999999"
"3","55","1000","""suslab""","""schwarz""","true","1","false","0.03405650848095611","""showerhead""","0.43000364923364975","0.6717634262228626","1","5","10.994"
"3","105","1000","""suslab""","""schwarz""","true","1","false","0.03405650848095611","""showerhead""","0.43000364923364975","0.7435535510614224","1","5","9.118999999999998"
"3","150","1000","""suslab""","""schwarz""","true","1","false","0.03405650848095611","""showerhead""","0.440473744254568","0.7435535510614224","1","5","7.510999999999999"
"3","160","1000","""suslab""","""schwarz""","true","1","false","0.03405650848095611","""showerhead""","0.440473744254568","0.7988819153065947","1","5","6.595000000000002"
"3","245","1000","""suslab""","""schwarz""","true","1","false","0.03789811123351253","""showerhead""","0.440473744254568","0.8392459285647834","1","5","4.889000000000001"
"4","5","1000","""suslab""","""schwarz""","true","1","false","0.008155832171359095","""showerhead""","0.751176840047429","0.2005704384658974","0.46625695117581","5","1027.211"
"4","10","1000","""suslab""","""schwarz""","true","1","false","0.008155832171359095","""showerhead""","0.751176840047429","0.2005704384658974","0.34228977240128994","5","1023.126"
"4","30","1000","""suslab""","""schwarz""","true","1","false","0.008155832171359095","""showerhead""","0.7937670079083465","0.2005704384658974","0.34228977240128994","5","29.112000000000005"
"4","35","1000","""suslab""","""schwarz""","true","1","false","0.010070540616648443","""showerhead""","0.7937670079083465","0.048153917744210434","0.34228977240128994","5","26.239999999999995"
"4","40","1000","""suslab""","""schwarz""","true","1","false","0.010070540616648443","""showerhead""","0.7975045727392275","0.048153917744210434","0.34228977240128994","5","22.654000000000003"
"4","60","1000","""suslab""","""schwarz""","true","1","false","0.013043754827710204","""showerhead""","0.7368077846591775","0.048153917744210434","0.34228977240128994","5","19.53"
"4","80","1000","""suslab""","""schwarz""","true","1","false","0.013043754827710204","""showerhead""","0.7368077846591775","0.14347854544971084","0.4412618538876933","5","19.356"
"4","90","1000","""suslab""","""schwarz""","true","1","false","0.013043754827710204","""showerhead""","0.7368077846591775","0.17886632911250938","0.4412618538876933","5","18.588"
"4","180","1000","""suslab""","""schwarz""","true","1","false","0.013043754827710204","""showerhead""","0.9047595919947684","0.06180684834835566","0.4483453323963722","5","18.487000000000002"
"5","5","1000","""suslab""","""schwarz""","true","1","false","0.02591244591406884","""showerhead""","0.7189085873407336","0.35526682854000025","0.2181656220701852","5","40.952000000000005"
"5","10","1000","""suslab""","""schwarz""","true","1","false","0.02591244591406884","""showerhead""","0.6490911877334402","0.35526682854000025","0.2181656220701852","5","37.67700000000001"
"5","60","1000","""suslab""","""schwarz""","true","1","false","0.02591244591406884","""showerhead""","0.6490911877334402","0.35526682854000025","0.20860927377819646","5","31.648"
"5","90","1000","""suslab""","""schwarz""","true","1","false","0.02591244591406884","""showerhead""","0.6443604332709159","0.35526682854000025","0.20860927377819646","5","30.012"
"5","120","1000","""suslab""","""schwarz""","true","1","false","0.023130227752509887","""showerhead""","0.6443604332709159","0.35526682854000025","0.20860927377819646","5","25.307"
"5","180","1000","""suslab""","""schwarz""","true","1","false","0.020975719062824173","""showerhead""","0.6443604332709159","0.42670512032647023","0","5","25.230999999999998"
"5","190","1000","""suslab""","""schwarz""","true","1","false","0.020797301152674013","""showerhead""","0.6443604332709159","0.42670512032647023","0","5","24.848"
"5","200","1000","""suslab""","""schwarz""","true","1","false","0.018075112908282478","""showerhead""","0.7035895860432008","0.42670512032647023","0","5","20.928"
"5","215","1000","""suslab""","""schwarz""","true","1","false","0.018075112908282478","""showerhead""","0.7035895860432008","0.42670512032647023","0.029631387420184424","5","18.488"
